cfg,a_sharpe,a_calmar,a_cagr,a_dd,a_in,b_sharpe,b_calmar,b_cagr,b_dd,b_in
up=120 down= 80 vWin=40 vEntry=120 vExit= 80,0.1437625070327816,0.007106847435189574,0.40640278321653067,-57.184678146350265,32.65934065934066,0.4489797435067741,0.25371415422531785,9.385471683499125,-36.99230621230575,26.575729068673564
up=120 down= 80 vWin=40 vEntry=120 vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5011733800046457,0.2880125496841846,11.927081005849782,-41.41167118907918,30.056444026340547
up=120 down= 80 vWin=40 vEntry=120 vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry=120 vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=150 down=  5 vWin=10 vEntry=off vExit=off,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.05618147880397015,0.0031163314870482784,0.08200512835507823,-26.31463587744053,1.5051740357478833
up=150 down=  5 vWin=10 vEntry=off vExit= 60,0.36177794726428825,0.23953582425884148,2.087707079872825,-8.715636111351998,1.9780219780219779,-0.2708626973084696,-0.07181871770079547,-1.2511182195925064,-17.42050345154866,0.658513640639699
up=150 down=  5 vWin=10 vEntry=off vExit= 70,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.1047684373312224,0.020569316150177326,0.512427419179029,-24.9122243752674,1.458137347130762
up=150 down=  5 vWin=10 vEntry=off vExit= 80,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.05618147880397015,0.0031163314870482784,0.08200512835507823,-26.31463587744053,1.5051740357478833
up=150 down=  5 vWin=10 vEntry=off vExit=100,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.05618147880397015,0.0031163314870482784,0.08200512835507823,-26.31463587744053,1.5051740357478833
up=150 down=  5 vWin=10 vEntry=off vExit=120,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.05618147880397015,0.0031163314870482784,0.08200512835507823,-26.31463587744053,1.5051740357478833
up=150 down=  5 vWin=10 vEntry=off vExit=150,0.24944640549738278,0.13968175561164042,1.4386213145118232,-10.299278586615468,2.241758241758242,0.05618147880397015,0.0031163314870482784,0.08200512835507823,-26.31463587744053,1.5051740357478833
