up,down,vwin,ventry,vexit,cagr,maxdd,sharpe,calmar,final,time_in_mkt,trades
20,10,40,90.0,120.0,11.045999480827163,-40.25637615726946,0.5611578826308302,0.27439130232869924,614423.862269944,26.59940380646641,85
20,10,40,90.0,150.0,11.045999480827163,-40.25637615726946,0.5611578826308302,0.27439130232869924,614423.862269944,26.59940380646641,85
20,10,40,120.0,,10.518646029528922,-51.12529655852811,0.5089161997326757,0.2057424941777541,565776.7876240253,29.717954597569364,96
20,10,40,120.0,60.0,1.6027473888062138,-39.88787556818849,0.17889640619884,0.04018131740474146,131721.50464881022,17.518917679431322,96
20,10,40,120.0,70.0,3.7503642267086246,-37.88947646090431,0.28720743743007865,0.09898168507496749,189263.13633580925,20.568676908965834,96
20,10,40,120.0,80.0,11.059618006606753,-38.02012882945949,0.5886235141623084,0.29088849372959846,615730.8605043414,24.558587479935795,96
20,10,40,120.0,100.0,10.263716504201348,-44.801795717825335,0.5190492013561095,0.22909163214897016,543583.8079841918,27.677138271038753,96
20,10,40,120.0,120.0,10.518646029528922,-51.12529655852811,0.5089161997326757,0.2057424941777541,565776.7876240253,29.717954597569364,96
20,10,40,120.0,150.0,10.518646029528922,-51.12529655852811,0.5089161997326757,0.2057424941777541,565776.7876240253,29.717954597569364,96
20,15,10,,,17.09506280921771,-62.196621059310765,0.6195285444639356,0.27485516926901604,1561822.1334566195,46.564711253138555,97
20,15,10,,60.0,9.43852772638496,-43.2138192323293,0.5586935033425292,0.21841456955333793,481025.53056525387,25.15407441223465,99
20,15,10,,70.0,10.79758274669491,-47.21434982939725,0.5508885247180585,0.22869281872376798,596370.017798228,31.8648710340105,98
20,15,10,,80.0,15.187006745824917,-44.991931457568924,0.6615148219930735,0.33754956175081097,1173196.1175056905,36.40721296507647,97
20,15,10,,100.0,10.543917622953014,-52.16294268094901,0.4812261841802741,0.2021342562562881,573033.2917127578,40.94955489614243,97
